surface,query,rank,title,identifier,required_filename_or_token_hit,exact_mainregimev2_hit,r5_post_cutoff_hit,r3_native_subhour_crisis_hit,r6_owner_control_hit,snippet
dryad_api_v2_search,native_subhour_source_label_rows,1,Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em>,doi:10.5061/dryad.n8pk0p36k,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/versions /api/v2/versions/441380 /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.n8pk0p36k 154254 9744140 1466-822X Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em> Charlotte Møller cham@plen.ku.dk University of Copenhagen https://ror.org/035b05819 Goethe University Frankfurt https://ror.org/04cvxnb49 University of Helsinki https://ror.org/040af2s02 University of Copenhagen https://ror.org/035b05819 0000-
dryad_api_v2_search,native_subhour_source_label_rows,2,"Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data",doi:10.5061/dryad.gb5mkkwxm,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/versions /api/v2/versions/441355 /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.gb5mkkwxm 127012 384880780 2352-3409 Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data Katarzyna Ewa Lewińska lewinska@hu-berlin.de Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Humboldt-Universität zu Berlin https://ror.org/01hcx6992 0000-0001-6560-1235 Stefan Ernst Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Hum"
dryad_api_v2_search,native_subhour_source_label_rows,3,Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests,doi:10.5061/dryad.djh9w0wb9,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/versions /api/v2/versions/441368 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.djh9w0wb9 157100 59281 1461-023X Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests Jia Shuxian jsx20210803@163.com East China Normal University https://ror.org/02n96ep67 East China Normal University https://ror.org/02n96ep67 0000-0002-8932-3812 Zhou Xuhui xhzhou@des.ecnu.edu.cn Northeast Forestry University https
dryad_api_v2_search,native_subhour_source_label_rows,4,Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions,doi:10.5061/dryad.sbcc2frnt,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/versions /api/v2/versions/441360 /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.sbcc2frnt 183613 518431 2046-2069 Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions Yanuardi Raharjo yanuardiraharjo@fst.unair.ac.id Airlangga University https://ror.org/04ctejd88 Airlangga University https://ror.org/04ctejd88 0000-0003-0567-6571 Nur Fariha Mahmuda nur
dryad_api_v2_search,native_subhour_source_label_rows,5,"Data from: The complete mitochondrial genome of <em>Laetiporus ailaoshanensis</em> (Laetiporaceae, Basidiomycota): features, evolution, and phylogeny",doi:10.5061/dryad.xsj3tx9v4,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4 /api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4/versions /api/v2/versions/441445 /api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.xsj3tx9v4 172360 10965 1471-2164 Data from: The complete mitochondrial genome of <em>Laetiporus ailaoshanensis</em> (Laetiporaceae, Basidiomycota): features, evolution, and phylogeny Jinxin Ma majinxin1999@163.com Beijing Forestry University https://ror.org/04xv2pc41 Beijing Forestry University https://ror.org/04xv2pc41 0000-0003-2069-7493 <p>This study selected the mitochondrial genomes"
dryad_api_v2_search,"""Bull"" ""Bear"" ""Sideways"" ""Crisis"" market regime",1,Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em>,doi:10.5061/dryad.n8pk0p36k,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/versions /api/v2/versions/441380 /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.n8pk0p36k 154254 9744140 1466-822X Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em> Charlotte Møller cham@plen.ku.dk University of Copenhagen https://ror.org/035b05819 Goethe University Frankfurt https://ror.org/04cvxnb49 University of Helsinki https://ror.org/040af2s02 University of Copenhagen https://ror.org/035b05819 0000-
dryad_api_v2_search,"""Bull"" ""Bear"" ""Sideways"" ""Crisis"" market regime",2,"Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data",doi:10.5061/dryad.gb5mkkwxm,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/versions /api/v2/versions/441355 /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.gb5mkkwxm 127012 384880780 2352-3409 Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data Katarzyna Ewa Lewińska lewinska@hu-berlin.de Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Humboldt-Universität zu Berlin https://ror.org/01hcx6992 0000-0001-6560-1235 Stefan Ernst Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Hum"
dryad_api_v2_search,"""Bull"" ""Bear"" ""Sideways"" ""Crisis"" market regime",3,Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests,doi:10.5061/dryad.djh9w0wb9,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/versions /api/v2/versions/441368 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.djh9w0wb9 157100 59281 1461-023X Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests Jia Shuxian jsx20210803@163.com East China Normal University https://ror.org/02n96ep67 East China Normal University https://ror.org/02n96ep67 0000-0002-8932-3812 Zhou Xuhui xhzhou@des.ecnu.edu.cn Northeast Forestry University https
dryad_api_v2_search,"""Bull"" ""Bear"" ""Sideways"" ""Crisis"" market regime",4,Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions,doi:10.5061/dryad.sbcc2frnt,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/versions /api/v2/versions/441360 /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.sbcc2frnt 183613 518431 2046-2069 Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions Yanuardi Raharjo yanuardiraharjo@fst.unair.ac.id Airlangga University https://ror.org/04ctejd88 Airlangga University https://ror.org/04ctejd88 0000-0003-0567-6571 Nur Fariha Mahmuda nur
dryad_api_v2_search,"""Bull"" ""Bear"" ""Sideways"" ""Crisis"" market regime",5,"Data from: The complete mitochondrial genome of <em>Laetiporus ailaoshanensis</em> (Laetiporaceae, Basidiomycota): features, evolution, and phylogeny",doi:10.5061/dryad.xsj3tx9v4,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4 /api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4/versions /api/v2/versions/441445 /api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.xsj3tx9v4 172360 10965 1471-2164 Data from: The complete mitochondrial genome of <em>Laetiporus ailaoshanensis</em> (Laetiporaceae, Basidiomycota): features, evolution, and phylogeny Jinxin Ma majinxin1999@163.com Beijing Forestry University https://ror.org/04xv2pc41 Beijing Forestry University https://ror.org/04xv2pc41 0000-0003-2069-7493 <p>This study selected the mitochondrial genomes"
dryad_api_v2_search,market regime crisis labels,1,Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em>,doi:10.5061/dryad.n8pk0p36k,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/versions /api/v2/versions/441380 /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.n8pk0p36k 154254 9744140 1466-822X Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em> Charlotte Møller cham@plen.ku.dk University of Copenhagen https://ror.org/035b05819 Goethe University Frankfurt https://ror.org/04cvxnb49 University of Helsinki https://ror.org/040af2s02 University of Copenhagen https://ror.org/035b05819 0000-
dryad_api_v2_search,market regime crisis labels,2,"Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data",doi:10.5061/dryad.gb5mkkwxm,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/versions /api/v2/versions/441355 /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.gb5mkkwxm 127012 384880780 2352-3409 Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data Katarzyna Ewa Lewińska lewinska@hu-berlin.de Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Humboldt-Universität zu Berlin https://ror.org/01hcx6992 0000-0001-6560-1235 Stefan Ernst Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Hum"
dryad_api_v2_search,market regime crisis labels,3,Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests,doi:10.5061/dryad.djh9w0wb9,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/versions /api/v2/versions/441368 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.djh9w0wb9 157100 59281 1461-023X Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests Jia Shuxian jsx20210803@163.com East China Normal University https://ror.org/02n96ep67 East China Normal University https://ror.org/02n96ep67 0000-0002-8932-3812 Zhou Xuhui xhzhou@des.ecnu.edu.cn Northeast Forestry University https
dryad_api_v2_search,market regime crisis labels,4,Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions,doi:10.5061/dryad.sbcc2frnt,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/versions /api/v2/versions/441360 /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.sbcc2frnt 183613 518431 2046-2069 Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions Yanuardi Raharjo yanuardiraharjo@fst.unair.ac.id Airlangga University https://ror.org/04ctejd88 Airlangga University https://ror.org/04ctejd88 0000-0003-0567-6571 Nur Fariha Mahmuda nur
dryad_api_v2_search,market regime crisis labels,5,"Data from: The complete mitochondrial genome of <em>Laetiporus ailaoshanensis</em> (Laetiporaceae, Basidiomycota): features, evolution, and phylogeny",doi:10.5061/dryad.xsj3tx9v4,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4 /api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4/versions /api/v2/versions/441445 /api/v2/datasets/doi%3A10.5061%2Fdryad.xsj3tx9v4/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.xsj3tx9v4 172360 10965 1471-2164 Data from: The complete mitochondrial genome of <em>Laetiporus ailaoshanensis</em> (Laetiporaceae, Basidiomycota): features, evolution, and phylogeny Jinxin Ma majinxin1999@163.com Beijing Forestry University https://ror.org/04xv2pc41 Beijing Forestry University https://ror.org/04xv2pc41 0000-0003-2069-7493 <p>This study selected the mitochondrial genomes"
dryad_api_v2_search,Oystacher spoofing futures order book,1,Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em>,doi:10.5061/dryad.n8pk0p36k,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/versions /api/v2/versions/441380 /api/v2/datasets/doi%3A10.5061%2Fdryad.n8pk0p36k/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.n8pk0p36k 154254 9744140 1466-822X Data from: Cross-continental ecological drivers behind trait clines in the forest grass <em>Milium effusum</em> Charlotte Møller cham@plen.ku.dk University of Copenhagen https://ror.org/035b05819 Goethe University Frankfurt https://ror.org/04cvxnb49 University of Helsinki https://ror.org/040af2s02 University of Copenhagen https://ror.org/035b05819 0000-
dryad_api_v2_search,Oystacher spoofing futures order book,2,"Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data",doi:10.5061/dryad.gb5mkkwxm,False,False,False,False,False,"/api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/versions /api/v2/versions/441355 /api/v2/datasets/doi%3A10.5061%2Fdryad.gb5mkkwxm/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.gb5mkkwxm 127012 384880780 2352-3409 Global overview of cloud-, snow-, and shade-free Landsat (1982-2025) and Sentinel-2 (2015-2025) data Katarzyna Ewa Lewińska lewinska@hu-berlin.de Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Humboldt-Universität zu Berlin https://ror.org/01hcx6992 0000-0001-6560-1235 Stefan Ernst Humboldt-Universität zu Berlin https://ror.org/01hcx6992 Hum"
dryad_api_v2_search,Oystacher spoofing futures order book,3,Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests,doi:10.5061/dryad.djh9w0wb9,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/versions /api/v2/versions/441368 /api/v2/datasets/doi%3A10.5061%2Fdryad.djh9w0wb9/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.djh9w0wb9 157100 59281 1461-023X Data and code from: Microbial life history mediates the drought-induced decrease in wood decomposition in subtropical forests Jia Shuxian jsx20210803@163.com East China Normal University https://ror.org/02n96ep67 East China Normal University https://ror.org/02n96ep67 0000-0002-8932-3812 Zhou Xuhui xhzhou@des.ecnu.edu.cn Northeast Forestry University https
dryad_api_v2_search,Oystacher spoofing futures order book,4,Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions,doi:10.5061/dryad.sbcc2frnt,False,False,False,False,False,/api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/versions /api/v2/versions/441360 /api/v2/datasets/doi%3A10.5061%2Fdryad.sbcc2frnt/download stash https://github.com/datadryad/dryad-app/blob/main/documentation/apis/link_relations.md#{rel} true doi:10.5061/dryad.sbcc2frnt 183613 518431 2046-2069 Supporting data from: Green-synthesized zeolite Y–supported zero-Valent iron nanocomposite for enhanced adsorptive reduction of hexavalent chromium from aqueous solutions Yanuardi Raharjo yanuardiraharjo@fst.unair.ac.id Airlangga University https://ror.org/04ctejd88 Airlangga University https://ror.org/04ctejd88 0000-0003-0567-6571 Nur Fariha Mahmuda nur
