file,symbol,quote,timeframe,rows,first_date,last_date,exact_source_panel_symbol,status,reason
/Users/thrill3r/Auto-Quant/user_data/data/GLD_USD-4h.feather,GLD,USD,4h,585,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/IWM_USD-15m.feather,IWM,USD,15m,6490,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/IWM_USD-1h.feather,IWM,USD,1h,1746,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/IWM_USD-4h.feather,IWM,USD,4h,585,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-15m.feather,NQ,USD,15m,351288,2011-01-02,2025-12-31,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-1d.feather,NQ,USD,1d,4651,2011-01-02,2025-12-31,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-1h.feather,NQ,USD,1h,89250,2011-01-02,2025-12-31,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-4h.feather,NQ,USD,4h,23879,2011-01-02,2025-12-31,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/NQ_USD-5m.feather,NQ,USD,5m,1053341,2011-01-02,2025-12-31,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/QQQ_USD-1d.feather,QQQ,USD,1d,397,2024-06-03,2026-05-08,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/QQQ_USD-1h.feather,QQQ,USD,1h,2755,2024-06-03,2026-05-08,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/QQQ_USD-4h.feather,QQQ,USD,4h,913,2024-06-03,2026-05-08,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SOL_USDT-1d.feather,SOL,USDT,1d,1939,2021-01-01,2026-04-23,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SOL_USDT-1h.feather,SOL,USDT,1h,44504,2021-01-01,2026-01-29,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SOL_USDT-4h.feather,SOL,USDT,4h,11377,2021-01-01,2026-03-12,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-15m.feather,SPY,USD,15m,6490,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-1d.feather,SPY,USD,1d,749,2023-01-03,2025-12-30,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-1h.feather,SPY,USD,1h,1746,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
/Users/thrill3r/Auto-Quant/user_data/data/SPY_USD-4h.feather,SPY,USD,4h,585,2025-05-07,2026-05-06,False,blocked_no_source_panel_label,Local Auto-Quant cache is OHLCV/provider data only for this symbol; no source-owned MainRegimeV2 label or equivalence policy is present.
