provider,query,rank,title,url,required_hit,broad_context_hit,mainregimev2_hit,source_panel_hit,native_subhour_hit,crisis_hit,oystacher_hit,matched_control_hit,owner_export_hit,recency_hint,excerpt
kaggle,stock market regimes 2000 2026,1,Stock Market Regimes (2000–2026),https://www.kaggle.com/datasets/mafaqbhatti/stock-market-regimes-20002026,False,True,False,False,False,False,False,False,False,True,"Stock Market Regimes (2000–2026) 9386207 finance The finance tag covers datasets and kernels about money and investing. If you need to test some new cryptocurrency investment strategies or ward off those pesky credit card fraud enthusiasts, then you've come to the right place. time series analysis deep learning neural networks Machine learning algorithms inspired by the structure of a human brain and its system of neurons. Common network types include CNN, RNN, and LSTM. investing https://www.ka"
zenodo,native subhour market regime labels Crisis,1,DYNAMIC BEHAVIOR OF REGIME CHANGE IN ARABICA COFFEE COMMODITY PRICES IN BRAZIL USING MARKOV SWITCHING DYNAMIC REGRESSION MODEL,https://zenodo.org/records/18073695,False,True,False,False,False,True,False,False,False,True,"DYNAMIC BEHAVIOR OF REGIME CHANGE IN ARABICA COFFEE COMMODITY PRICES IN BRAZIL USING MARKOV SWITCHING DYNAMIC REGRESSION MODEL 18073695 DYNAMIC BEHAVIOR OF REGIME CHANGE IN ARABICA COFFEE COMMODITY PRICES IN BRAZIL USING MARKOV SWITCHING DYNAMIC REGRESSION MODEL <p><strong><span>Abstract</span></strong></p> <p><em><span>This article presents a quantitative analysis using the Markov Switching Dynamic Regression Model (MS-DR), with the aim of verifying the dynamics of Brazilian Arabica coffee comm"
zenodo,native subhour market regime labels Crisis,2,GLOBALISASI  PERUBAHAN SOSIAL BUDAYA DAN KRISIS MULTIDIMENSI DI INDONESIA,https://zenodo.org/records/4661286,False,True,False,False,False,True,False,False,False,True,"GLOBALISASI PERUBAHAN SOSIAL BUDAYA DAN KRISIS MULTIDIMENSI DI INDONESIA 4661286 GLOBALISASI PERUBAHAN SOSIAL BUDAYA DAN KRISIS MULTIDIMENSI DI INDONESIA <pre><em>Globalization is a worldwide phenomenon, so that no country on earth has been able to avoid it. This process is marked by the existence of fundamental changes in various fields of life, which greatly affect the pattern of life of a nation. As is happening in Indonesia, socio-cultural changes take place suddenly (rapidly), triggering a "
zenodo,native subhour market regime labels Crisis,3,Observations of star-disk interaction and link to disk evolution at the epoch of planet formation,https://zenodo.org/records/1488865,False,True,False,False,False,False,False,False,False,True,"Observations of star-disk interaction and link to disk evolution at the epoch of planet formation 1488865 Observations of star-disk interaction and link to disk evolution at the epoch of planet formation <p>Our view of the star-disk interaction has recently been revolutionized by space-borne missions like CoRoT and Kepler/K2. Thanks to their sub-1% photometric precision, sub-hour sampling, and continuous monitoring for weeks to months, these campaigns have provided first detailed atlases of the "
zenodo,native subhour market regime labels Crisis,4,The Russian labor market: Long-term trends and short-term fluctuations,https://zenodo.org/records/8409563,False,True,False,False,False,True,False,False,False,True,The Russian labor market: Long-term trends and short-term fluctuations 8409563 The Russian labor market: Long-term trends and short-term fluctuations <p>This paper provides a statistical portrait of the Russian labor market during the latest period of 2010–2022. The analysis delves into both the long-term trends in its evolution and short-term fluctuations associated with its adjustment to economic downturns. The most noteworthy among the long-term changes are a gradual shrinkage of the labor fo
zenodo,native subhour market regime labels Crisis,5,Monetary policy spillovers: The impact of ECB conventional and unconventional monetary policies on the Swiss stock market,https://zenodo.org/records/7547750,False,True,False,False,False,True,False,False,False,True,"Monetary policy spillovers: The impact of ECB conventional and unconventional monetary policies on the Swiss stock market 7547750 Monetary policy spillovers: The impact of ECB conventional and unconventional monetary policies on the Swiss stock market <p>We examine the impact of conventional and unconventional ECB monetary policies on the Swiss stock market. Our results show that Swiss stock returns respond significantly to conventional and unconventional monetary policy measures, with conventio"
zenodo,native subhour market regime labels Crisis,6,AI-Driven Probabilistic Models for Robust Risk-Based Household Battery Scheduling,https://zenodo.org/records/18788492,False,True,False,False,False,True,False,False,False,True,"AI-Driven Probabilistic Models for Robust Risk-Based Household Battery Scheduling 18788492 AI-Driven Probabilistic Models for Robust Risk-Based Household Battery Scheduling <p>Reliable probabilistic electricity price forecasting constitutes an essential prerequisite for optimal battery scheduling in deregulated energy markets. This study presents a comparative evaluation of probabilistic forecasting methods for the Dutch EPEX day-ahead market, examining Quantile Regression (QR), LASSO-regularize"
zenodo,native subhour market regime labels Crisis,7,The dramatic great recession and stock markets: A study of world leading stock markets,https://zenodo.org/records/5593384,False,True,False,False,False,True,False,False,False,True,The dramatic great recession and stock markets: A study of world leading stock markets 5593384 The dramatic great recession and stock markets: A study of world leading stock markets <p>The period of great recession caused due to the financial burst in the global monetary system. This financial disturbance also effected the stock markets of leading countries. This study includes the stock markets of UK and USA. The study has collected the data from two stock indices NASDAQ and FTSE and used essen
zenodo,native subhour market regime labels Crisis,8,IAATO ship traffic between 2015 and 2020,https://zenodo.org/records/4911392,False,False,False,False,False,False,False,False,False,False,"IAATO ship traffic between 2015 and 2020 4911392 IAATO ship traffic between 2015 and 2020 <p>These represent vessel Automatic Identification System (AIS) data for IAATO member vessels between 2015 and 2020.&nbsp; Data are in &#39;sf&#39; POINT geometry format with EPSG:4326, at sub-hour resolution (often &quot;by minute&quot;), and have SOG, COG and true heading additional data.&nbsp;</p> IAATO, AIS, vessel movement, Antarctica, WAP 10.5281/zenodo.4911392 2021-06-08T08:24:01.157886+00:00 2021-06"
zenodo,native subhour market regime labels Crisis,9,Global Native Grass Seeds Market 2024 To 2033,https://zenodo.org/records/14684644,False,True,False,False,False,False,False,False,False,True,"Global Native Grass Seeds Market 2024 To 2033 14684644 Global Native Grass Seeds Market 2024 To 2033 <p>Native Grass Seeds Market Size, Trends and Insights By Type (Warm Season, Cool Season, Mixture), By Application (Land Conservation &amp; Rehabilitation, Landscaping, Animal Grazing &amp; Hay, Biofuel, Fertilizers), and By Region - Global Industry Overview, Statistical Data, Competitive Analysis, Share, Outlook, and Forecast 2024&ndash;2033.</p> <p><strong>Reports Description</strong></p> <p>Gl"
zenodo,native subhour market regime labels Crisis,10,"Partial Integration of Indian Money, Forex, and Equity Markets Post-1991 Reforms: Cointegration Analysis and Vector Error Correction Modelling Using Monthly Time Series from 2015 to 2026",https://zenodo.org/records/18757614,False,True,False,False,False,True,False,False,False,True,"Partial Integration of Indian Money, Forex, and Equity Markets Post-1991 Reforms: Cointegration Analysis and Vector Error Correction Modelling Using Monthly Time Series from 2015 to 2026 18757614 Partial Integration of Indian Money, Forex, and Equity Markets Post-1991 Reforms: Cointegration Analysis and Vector Error Correction Modelling Using Monthly Time Series from 2015 to 2026 <h1>Abstract</h1> <p><span>India's post-1991 financial liberalization progressively opened the money, foreign exchang"
zenodo,source panel market regime labels 2026,1,Regime-Dependent Dynamics of Earnings Management Insights from an Emerging Market,https://zenodo.org/records/18724445,False,True,False,False,False,False,False,False,False,True,"Regime-Dependent Dynamics of Earnings Management Insights from an Emerging Market 18724445 Regime-Dependent Dynamics of Earnings Management Insights from an Emerging Market <p>This Excel file contains panel data of 102 Tehran Stock Exchange firms from 2011 to 2024. It includes absolute discretionary accruals (|DA|), firm characteristics (size, leverage, ROA, sales growth), and market regime probabilities from a Markov Switching Model. The dataset supports research on earnings management and mark"
zenodo,source panel market regime labels 2026,2,"Correction to: Incidence and survival among children with neuroblastoma in Spain over 22 years (BMC Cancer, (2025), 25, 1, (1548), 10.1186/s12885-025-14877-4)",https://zenodo.org/records/20022872,False,True,False,False,False,False,False,False,False,True,"Correction to: Incidence and survival among children with neuroblastoma in Spain over 22 years (BMC Cancer, (2025), 25, 1, (1548), 10.1186/s12885-025-14877-4) 20022872 Correction to: Incidence and survival among children with neuroblastoma in Spain over 22 years (BMC Cancer, (2025), 25, 1, (1548), 10.1186/s12885-025-14877-4) Correction: BMC Cancer 25, 1548 (2025) Following publication of the original article [1], the authors reported an error in Fig. 1. Specifically, in panel D of the published "
zenodo,source panel market regime labels 2026,3,Livramento's Market Tiles,https://zenodo.org/records/10312561,False,True,False,False,False,False,False,False,False,True,"Livramento's Market Tiles 10312561 Livramento's Market Tiles Tile Panel located at one of the entrances of Livramento Market in Setubal, Portugal Source: Objaverse 1.0 / Sketchfab 10.5281/zenodo.10312561 2023-12-28T15:59:53.415789+00:00 2024-07-09T01:54:56.610199+00:00 2024-07-09T01:54:56.610199+00:00 https://doi.org/10.5281/zenodo.10312561 10.5281/zenodo.10312561"
zenodo,source panel market regime labels 2026,4,"Genetic epidemiology of blood type, disease and trait variants, and genome-wide genetic diversity in over 11,000 domestic cats",https://zenodo.org/records/6503701,False,False,False,False,False,False,False,False,False,False,"Genetic epidemiology of blood type, disease and trait variants, and genome-wide genetic diversity in over 11,000 domestic cats 6503701 Genetic epidemiology of blood type, disease and trait variants, and genome-wide genetic diversity in over 11,000 domestic cats <p><span>In the largest DNA-based study of domestic cat to date, 11,036 individuals (10,419 pedigreed cats from 91 breeds and breed types and 617 non-pedigreed cats) were genotyped via commercial panel testing, </span><span>elucidating th"
zenodo,source panel market regime labels 2026,5,SPC FRAMEWORK: SIDM-Enabled Solar Potential Certification for Deterministic Property-Level Energy Valuation – Conceptual Proposal and Consortium Architecture for a Horizon Europe RIA,https://zenodo.org/records/19915581,False,True,False,False,False,False,False,False,False,True,"SPC FRAMEWORK: SIDM-Enabled Solar Potential Certification for Deterministic Property-Level Energy Valuation – Conceptual Proposal and Consortium Architecture for a Horizon Europe RIA 19915581 SPC FRAMEWORK: SIDM-Enabled Solar Potential Certification for Deterministic Property-Level Energy Valuation – Conceptual Proposal and Consortium Architecture for a Horizon Europe RIA <p>This conceptual pre-print introduces the Solar Potential Certificate (SPC), a 0&ndash;100 deterministic score for property"
zenodo,source panel market regime labels 2026,6,Samdasu1/rbd-pilot: v1.4-pilot—RBD pilot replication package,https://zenodo.org/records/20088555,False,True,False,False,False,False,False,False,False,True,"Samdasu1/rbd-pilot: v1.4-pilot—RBD pilot replication package 20088555 Samdasu1/rbd-pilot: v1.4-pilot—RBD pilot replication package <p>First public release of the n=50 pilot replication package for &quot;Measuring Pre-Execution Responsibility Projection in Multi-Agent LLM Orchestration&quot; (Hwang, Geum, Han, KNU EE, 2026). Includes paper LaTeX source, 50-example dataset, 12-judge panel outputs, experiment scripts, Stage 1 R1.7 rater protocol, and internal review notes.</p> 10.5281/zenodo.200885"
zenodo,source panel market regime labels 2026,7,Large scale across-breed genome-wide association study reveals a variant in HMGA2 associated with inguinal cryptorchidism risk in dogs,https://zenodo.org/records/6536879,False,False,False,False,False,False,False,False,False,False,"Large scale across-breed genome-wide association study reveals a variant in HMGA2 associated with inguinal cryptorchidism risk in dogs 6536879 Large scale across-breed genome-wide association study reveals a variant in HMGA2 associated with inguinal cryptorchidism risk in dogs <p class=""MsoNormal""><span>Cryptorchidism is the most common congenital sex development disorder in dogs. Despite this, little progress has been made in understanding its genetic background. Extensive genetic testing of do"
zenodo,source panel market regime labels 2026,8,Record Foreign Portfolio Investor (FPI) Equity Outflows of $18.4 Billion (≈₹1.6 Lakh Crore) in 2025 and Their Causal Impact on Nifty 50 Returns: Evidence from Granger Causality and Panel Regressions,https://zenodo.org/records/18758481,False,True,False,False,False,False,False,False,False,True,Record Foreign Portfolio Investor (FPI) Equity Outflows of $18.4 Billion (≈₹1.6 Lakh Crore) in 2025 and Their Causal Impact on Nifty 50 Returns: Evidence from Granger Causality and Panel Regressions 18758481 Record Foreign Portfolio Investor (FPI) Equity Outflows of $18.4 Billion (≈₹1.6 Lakh Crore) in 2025 and Their Causal Impact on Nifty 50 Returns: Evidence from Granger Causality and Panel Regressions <p><strong>Abstract</strong></p> <p>India's equity markets in 2025 witnessed record net forei
zenodo,source panel market regime labels 2026,9,Global Digital Panel Meter Market 2024 To 2033,https://zenodo.org/records/15037066,False,True,False,False,False,False,False,False,False,True,"Global Digital Panel Meter Market 2024 To 2033 15037066 Global Digital Panel Meter Market 2024 To 2033 <p>Digital Panel Meter Market Size, Trends and Insights By Type (Temperature Meters, Voltage Meters, Current Meters, Power Meters, Multifunction Meters), By Display Type (LED Display, LCD Display, OLED Display), By Application (Industrial Automation, Energy Management, Process Control, Environmental Monitoring), and By Region - Global Industry Overview, Statistical Data, Competitive Analysis, S"
zenodo,source panel market regime labels 2026,10,Fig. 2 in Impact of fluctuating and constant temperatures on key life history parameters of Sipha flava (Hemiptera: Aphididae),https://zenodo.org/records/12768883,False,True,False,False,False,False,False,False,False,True,"Fig. 2 in Impact of fluctuating and constant temperatures on key life history parameters of Sipha flava (Hemiptera: Aphididae) 12768883 Fig. 2 in Impact of fluctuating and constant temperatures on key life history parameters of Sipha flava (Hemiptera: Aphididae) Fig. 2. Effects of either fluctuating or constant temperatures on the longevity (days) and the reproductive capacity (offspring per female) of Sipha flava, i.e., Panel A, effect on the longevity of Sipha flava subjected to Trt. #1 (uncon"
kaggle,source panel market regime labels 2026,1,Geopolitics - NationFiles Stability Index (NFSI),https://www.kaggle.com/datasets/svenneawolf/geopolitics-nationfiles-stability-index-nfsi,False,False,False,False,False,False,False,False,False,False,Geopolitics - NationFiles Stability Index (NFSI) 10339974 https://www.kaggle.com/datasets/svenneawolf/geopolitics-nationfiles-stability-index-nfsi
zenodo,Oystacher spoofing matched controls,1,Hybrid propulsion control with enhanced lever haptics,https://zenodo.org/records/4497819,False,True,False,False,False,False,False,False,False,True,"Hybrid propulsion control with enhanced lever haptics 4497819 Hybrid propulsion control with enhanced lever haptics <p>During the last decade, hybrid propulsion is proven as an upcoming method to save fuel onboard of vessels. Especially parallel drives with a diesel-engine and an electric machine with a DC electric network under power management system (PMS) control is of interest. Although fuel saving and emission reductions of seagoing vessels are achieved, the safety of manoeuvring must remai"
zenodo,Oystacher spoofing matched controls,2,Analysis of Retinal Nerve Fiber Layer Thickness in Diabetic Patients without Diabetic Retinopathy and in Non Diabetic Patients: A Comparative Study,https://zenodo.org/records/15395086,False,True,False,False,False,False,False,True,False,True,"Analysis of Retinal Nerve Fiber Layer Thickness in Diabetic Patients without Diabetic Retinopathy and in Non Diabetic Patients: A Comparative Study 15395086 Analysis of Retinal Nerve Fiber Layer Thickness in Diabetic Patients without Diabetic Retinopathy and in Non Diabetic Patients: A Comparative Study <p><strong><span>Abstract</span></strong></p> <p><strong><span lang=""EN-US"">Purpose</span></strong><span lang=""EN-US"">: </span><span lang=""EN-US"">To assess retinal nerve fibre layer (RNFL) thickn"
zenodo,Oystacher spoofing matched controls,3,The advantage of being a synesthete: The behavioral benefits of ticker-tape synesthesia,https://zenodo.org/records/8305023,False,False,False,False,False,False,False,True,False,False,The advantage of being a synesthete: The behavioral benefits of ticker-tape synesthesia 8305023 The advantage of being a synesthete: The behavioral benefits of ticker-tape synesthesia <p>Ticker-tape synesthetes and matched controls were tested on 5 behavioral experiments.</p> <p>Here are included .csv and .txt summarizing their results.</p> 10.5281/zenodo.8305023 2023-08-31T11:59:00.282227+00:00 2023-09-02T02:27:11.117048+00:00 2023-09-02T02:27:11.117048+00:00 https://doi.org/10.5281/zenodo.8305
zenodo,Oystacher spoofing matched controls,4,Impacted canines,https://zenodo.org/records/11186678,False,True,False,False,False,False,False,True,False,True,Impacted canines 11186678 Impacted canines <p>This dataset includes a sample of individuals with palatal canine imapction and a sample of matched controls with no canine impaction.&nbsp;</p> 10.5281/zenodo.11186678 2024-05-13T15:55:06.231538+00:00 2024-05-13T15:55:06.490392+00:00 2024-05-13T15:55:06.490392+00:00 https://doi.org/10.5281/zenodo.11186678 10.5281/zenodo.11186678
zenodo,Oystacher spoofing matched controls,5,"Serum Trace Elements, Biochemical variables of PCOS case-control study",https://zenodo.org/records/7233349,False,False,False,False,False,False,False,True,False,False,"Serum Trace Elements, Biochemical variables of PCOS case-control study 7233349 Serum Trace Elements, Biochemical variables of PCOS case-control study <p>Data pertains to serum element concentration in PCOS cases and appropriately matched controls obtained using ICP-MS technique. It also has biochemical variables obtained using fully automated bioanalyzer.&nbsp;</p> trace elements, biochemical variables, PCOS 10.5281/zenodo.7233349 2022-10-21T06:57:56.589111+00:00 2022-10-21T06:57:57.617375+00:00"
zenodo,Oystacher spoofing matched controls,6,A Hospital-Based Assessment of the Association between Serum Vitamin D and Serum Ferritin Levels in Children with ADHD,https://zenodo.org/records/12892808,False,True,False,False,False,False,False,True,False,True,"A Hospital-Based Assessment of the Association between Serum Vitamin D and Serum Ferritin Levels in Children with ADHD 12892808 A Hospital-Based Assessment of the Association between Serum Vitamin D and Serum Ferritin Levels in Children with ADHD <p><strong>Aim:&nbsp;</strong>The aim of the study was to study the association between Serum Vitamin D and Serum Ferritin levels in children with ADHD.&nbsp;<strong>Methods:&nbsp;</strong>The study was conducted in the Department of Pediatrics, JLNMCH,"
zenodo,Oystacher spoofing matched controls,7,A Hospital Based Study Assessing Association between Serum Vitamin D and Serum Ferritin Levels in Children with ADHD,https://zenodo.org/records/12888383,False,True,False,False,False,False,False,True,False,True,"A Hospital Based Study Assessing Association between Serum Vitamin D and Serum Ferritin Levels in Children with ADHD 12888383 A Hospital Based Study Assessing Association between Serum Vitamin D and Serum Ferritin Levels in Children with ADHD <p><strong>Aim:&nbsp;</strong>The aim of the study was to study the association between Serum Vitamin D and Serum Ferritin levels in children with ADHD.&nbsp;<strong>Methods:&nbsp;</strong>The study was conducted in the Department of Pediatrics, Shri Krishn"
zenodo,Oystacher spoofing matched controls,8,Gut metabolome and cytokine profiling of MSM prior to and following HIV seroconversion,https://zenodo.org/records/7144726,False,False,False,False,False,False,False,True,False,False,"Gut metabolome and cytokine profiling of MSM prior to and following HIV seroconversion 7144726 Gut metabolome and cytokine profiling of MSM prior to and following HIV seroconversion <p>Alterations in the gut microbiome have been associated with HIV infection, but the relative impact of HIV versus other factors on the gut microbiome has been difficult to determine in cross-sectional studies. To address this, we examined the gut microbiome, serum metabolome, and cytokines longitudinally within ind"
zenodo,Oystacher spoofing matched controls,9,Serum Vitamin D and Serum Ferritin Levels in Children with ADHD: An Analytical Study,https://zenodo.org/records/11570075,False,True,False,False,False,False,False,True,False,True,"Serum Vitamin D and Serum Ferritin Levels in Children with ADHD: An Analytical Study 11570075 Serum Vitamin D and Serum Ferritin Levels in Children with ADHD: An Analytical Study <p>Abstract<br>Aim: The aim of the study was to study the association between Serum Vitamin D and Serum Ferritin levels in<br>children with ADHD.<br>Methods: The study was conducted in the Department of Pediatrics, for the period of 1 year. A total of 100<br>children meeting the inclusion criteria were enrolled in the s"
zenodo,Oystacher spoofing matched controls,10,DIFFERENCES BETWEEN DYSLEXIC STUDENTS AND  CONTROLS MATCHED FOR EDUCATIONAL LEVEL IN WORD INTELLIGIBILITY AND TEXT COMPREHENSION PRESENTED  VIA SYNTHETIC AND NATURAL SPEECH,https://zenodo.org/records/3339250,False,True,False,False,False,False,False,False,False,True,DIFFERENCES BETWEEN DYSLEXIC STUDENTS AND CONTROLS MATCHED FOR EDUCATIONAL LEVEL IN WORD INTELLIGIBILITY AND TEXT COMPREHENSION PRESENTED VIA SYNTHETIC AND NATURAL SPEECH 3339250 DIFFERENCES BETWEEN DYSLEXIC STUDENTS AND CONTROLS MATCHED FOR EDUCATIONAL LEVEL IN WORD INTELLIGIBILITY AND TEXT COMPREHENSION PRESENTED VIA SYNTHETIC AND NATURAL SPEECH <p>This study investigated intelligibility and text comprehension for natural and synthetic speech held by a group of dyslexic students and their cont
zenodo,3Red Trading spoofing controls,1,Hybrid propulsion control with enhanced lever haptics,https://zenodo.org/records/4497819,False,True,False,False,False,False,False,False,False,True,"Hybrid propulsion control with enhanced lever haptics 4497819 Hybrid propulsion control with enhanced lever haptics <p>During the last decade, hybrid propulsion is proven as an upcoming method to save fuel onboard of vessels. Especially parallel drives with a diesel-engine and an electric machine with a DC electric network under power management system (PMS) control is of interest. Although fuel saving and emission reductions of seagoing vessels are achieved, the safety of manoeuvring must remai"
zenodo,3Red Trading spoofing controls,2,"Chapter 8: Market Manipulation, Insider Trading, and Regulatory Effectiveness: A Comparative Study of South Africa, the USA, and the UK",https://zenodo.org/records/19653452,False,True,False,False,False,False,False,False,False,True,"Chapter 8: Market Manipulation, Insider Trading, and Regulatory Effectiveness: A Comparative Study of South Africa, the USA, and the UK 19653452 Chapter 8: Market Manipulation, Insider Trading, and Regulatory Effectiveness: A Comparative Study of South Africa, the USA, and the UK <p class=""MsoNormal"">Market manipulation and insider trading erode investor confidence and distort capital allocation. Yet regulatory effectiveness in detecting, prosecuting, and sanctioning these offences varies signif"
zenodo,3Red Trading spoofing controls,3,larnsce/chp-article: Final submitted manuscript,https://zenodo.org/records/2566502,False,False,False,False,False,False,False,False,False,False,larnsce/chp-article: Final submitted manuscript 2566502 larnsce/chp-article: Final submitted manuscript <p>Version of the final submitted manuscript.</p> 10.5281/zenodo.2566502 2019-02-15T18:32:14.943005+00:00 2020-01-25T07:23:10.416451+00:00 2020-01-25T07:23:10.416451+00:00 https://doi.org/10.5281/zenodo.2566502 10.5281/zenodo.2566502
zenodo,3Red Trading spoofing controls,4,Thermal and electrical energy demands from energy meters and Measured values from sensors in an air handling unit and in the served lecture room of an university building,https://zenodo.org/records/3406555,False,False,False,False,False,False,False,False,False,False,"Thermal and electrical energy demands from energy meters and Measured values from sensors in an air handling unit and in the served lecture room of an university building 3406555 Thermal and electrical energy demands from energy meters and Measured values from sensors in an air handling unit and in the served lecture room of an university building <p>The dataset consists of measured values from 2 different energy meters installed in the Alice Perry Building of the NUIG university in Galway, Irel"
zenodo,3Red Trading spoofing controls,5,Mitigating Ethnic Bias in Face Anti-Spoofing Systems Using MiniFASNet and the SARSpoof Dataset,https://zenodo.org/records/17859790,False,True,False,False,False,False,False,False,False,True,"Mitigating Ethnic Bias in Face Anti-Spoofing Systems Using MiniFASNet and the SARSpoof Dataset 17859790 Mitigating Ethnic Bias in Face Anti-Spoofing Systems Using MiniFASNet and the SARSpoof Dataset <p>Face anti-spoofing is an essential component of modern biometric authentication systems, yet existing models often exhibit performance degradation for underrepresented ethnic groups. <strong>This thesis investigates the presence of ethnic bias in face presentation attack detection (PAD) and propos"
