path,realpath,suffix,name_hint,provenance_hint,hit_MainRegimeV2,hit_main_regime_v2,hit_mainregimev2,hit_2026-01-30,rows,post_cutoff_rows,limited,regime_cols,date_cols
/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T162008_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T162008_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T162008_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T162008_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T162008_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T162008_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T170055_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T170055_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T170055_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T170055_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T170055_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/CL/analyze_live_20260413T170055_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T142421_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T142421_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T142421_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T142421_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T142421_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T142421_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T143319_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T143319_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T143319_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T143319_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T143319_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T143319_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T160003_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T160003_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T160003_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T160003_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T160003_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T160003_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T161941_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T161941_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T161941_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T161941_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T161941_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T161941_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T164709_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T164709_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T164709_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T164709_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T164709_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T164709_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T170030_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T170030_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T170030_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T170030_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T170030_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/GC/analyze_live_20260413T170030_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182527_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182527_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182527_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182527_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182527_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182527_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182835_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182835_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182835_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182835_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182835_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T182835_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T183059_h4.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T183059_h4.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T183059_htf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T183059_htf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T183059_mtf.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/YM/analyze_live_20260413T183059_mtf.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_0070.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_0070.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_0071.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_0071.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_objectives.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_objectives.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_verdict.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/ledger_bucket_verdict.json,.json,False,False,False,False,False,True,,,,,
/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/research_runs.json,/Users/thrill3r/projects-ict-engine/ict-engine/state/btc_ledger/BTC_LEDGER/research_runs.json,.json,False,False,False,False,False,True,,,,,
/tmp/012425_json_verify.out,/private/tmp/012425_json_verify.out,.out,False,True,False,True,False,True,,,,,
/tmp/015413-jsoncheck-final.out,/private/tmp/015413-jsoncheck-final.out,.out,False,True,True,False,True,False,,,,,
/tmp/021256_json_verify.out,/private/tmp/021256_json_verify.out,.out,False,True,True,False,True,False,,,,,
/tmp/071032-jsoncheck.out,/private/tmp/071032-jsoncheck.out,.out,False,True,False,True,False,False,,,,,
/tmp/071316-jsoncheck.out,/private/tmp/071316-jsoncheck.out,.out,False,True,True,False,True,True,,,,,
/tmp/071346-jsoncheck.out,/private/tmp/071346-jsoncheck.out,.out,False,True,False,True,False,False,,,,,
/tmp/071625-jsoncheck.out,/private/tmp/071625-jsoncheck.out,.out,False,True,True,False,True,True,,,,,
/tmp/071630-jsoncheck.out,/private/tmp/071630-jsoncheck.out,.out,False,True,True,False,True,True,,,,,
/tmp/072015-jsoncheck.out,/private/tmp/072015-jsoncheck.out,.out,False,True,True,True,True,False,,,,,
/tmp/072412-jsoncheck.out,/private/tmp/072412-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/20260512T043449+0800-codex-board-b-agent-selected-mtf-after-cli-fix-v1/state_mtf_after_cli_fix_v1/auto-quant/B2R_NQ_COST_CRISIS_REPAIR_032157/auto_quant_strategy_library.json,/private/tmp/20260512T043449+0800-codex-board-b-agent-selected-mtf-after-cli-fix-v1/state_mtf_after_cli_fix_v1/auto-quant/B2R_NQ_COST_CRISIS_REPAIR_032157/auto_quant_strategy_library.json,.json,False,False,True,False,True,False,,,,,
/tmp/20260512T053410+0800-ict-engine-board-b-state-copy/auto-quant/B2R_NQ_COST_CRISIS_REPAIR_032157/auto_quant_strategy_library.json,/private/tmp/20260512T053410+0800-ict-engine-board-b-state-copy/auto-quant/B2R_NQ_COST_CRISIS_REPAIR_032157/auto_quant_strategy_library.json,.json,False,False,True,False,True,False,,,,,
/tmp/autoquant-local-jsoncheck.out,/private/tmp/autoquant-local-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/board_a_latest_completion_audit_after_075426_v1.json.check,/private/tmp/board_a_latest_completion_audit_after_075426_v1.json.check,.check,False,True,True,False,True,False,,,,,
/tmp/board_b_024349_json_check.out,/private/tmp/board_b_024349_json_check.out,.out,False,True,True,False,True,True,,,,,
/tmp/completion_065658_jqcheck.out,/private/tmp/completion_065658_jqcheck.out,.out,False,True,False,False,False,True,,,,,
/tmp/crisis_crowded_suppression_full_replay_v2.out,/private/tmp/crisis_crowded_suppression_full_replay_v2.out,.out,False,True,True,False,True,False,,,,,
/tmp/crisis_crowded_suppression_full_replay_v2_rerun.out,/private/tmp/crisis_crowded_suppression_full_replay_v2_rerun.out,.out,False,True,True,False,True,False,,,,,
/tmp/crisis_crowded_suppression_full_replay_v2_with_provider.out,/private/tmp/crisis_crowded_suppression_full_replay_v2_with_provider.out,.out,False,True,True,False,True,False,,,,,
/tmp/current_blocker_readback_after_054000_054025_v1.jq.out,/private/tmp/current_blocker_readback_after_054000_054025_v1.jq.out,.out,False,True,False,True,False,False,,,,,
/tmp/current_objective_completion_audit_after_024942_v1.jq.out,/private/tmp/current_objective_completion_audit_after_024942_v1.jq.out,.out,False,True,True,False,True,False,,,,,
/tmp/current_objective_completion_audit_after_025816_v1.json.check,/private/tmp/current_objective_completion_audit_after_025816_v1.json.check,.check,False,True,True,False,True,False,,,,,
/tmp/current_objective_completion_audit_after_030617_030623_v1.json.check,/private/tmp/current_objective_completion_audit_after_030617_030623_v1.json.check,.check,False,True,True,False,True,False,,,,,
/tmp/databento-gc-074844-jq.out,/private/tmp/databento-gc-074844-jq.out,.out,False,True,True,False,True,False,,,,,
/tmp/databento_gc_metadata_disposition_after_075426_v1_jsoncheck.out,/private/tmp/databento_gc_metadata_disposition_after_075426_v1_jsoncheck.out,.out,False,True,True,True,True,False,,,,,
/tmp/databento_gc_raw_recency_disposition_after_074424_v1_json_check.out,/private/tmp/databento_gc_raw_recency_disposition_after_074424_v1_json_check.out,.out,True,True,True,False,True,False,,,,,
/tmp/hf_072138_json_check.out,/private/tmp/hf_072138_json_check.out,.out,False,True,True,False,True,False,,,,,
/tmp/hf_r5_r3_exact_source_route_probe_after_071538_v1.json.tool.out,/private/tmp/hf_r5_r3_exact_source_route_probe_after_071538_v1.json.tool.out,.out,True,True,True,False,True,False,,,,,
/tmp/ict-012425-jsoncheck.out,/private/tmp/ict-012425-jsoncheck.out,.out,False,True,False,True,False,True,,,,,
/tmp/ict-board-a-071902-jq.out,/private/tmp/ict-board-a-071902-jq.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-a-audit-json-check.out,/private/tmp/ict-board-a-audit-json-check.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-a-scholarly-jq.out,/private/tmp/ict-board-a-scholarly-jq.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-b-080837-jsoncheck.out,/private/tmp/ict-board-b-080837-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-b-080906-jsoncheck.out,/private/tmp/ict-board-b-080906-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-b-080928-jsoncheck.out,/private/tmp/ict-board-b-080928-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-b-080950-jsoncheck.out,/private/tmp/ict-board-b-080950-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-b-081155-jsoncheck.out,/private/tmp/ict-board-b-081155-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-board-b-081227-jsoncheck.out,/private/tmp/ict-board-b-081227-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-010855-json-check.out,/private/tmp/ict-engine-010855-json-check.out,.out,False,True,False,False,False,True,,,,,
/tmp/ict-engine-012231-qc-jq.out,/private/tmp/ict-engine-012231-qc-jq.out,.out,False,True,False,True,False,True,,,,,
/tmp/ict-engine-014305-json-tool.out,/private/tmp/ict-engine-014305-json-tool.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-015358-json-parse-v2.out,/private/tmp/ict-engine-015358-json-parse-v2.out,.out,False,True,False,False,False,True,,,,,
/tmp/ict-engine-015358-json-parse.out,/private/tmp/ict-engine-015358-json-parse.out,.out,False,True,False,False,False,True,,,,,
/tmp/ict-engine-015413-json-verify.out,/private/tmp/ict-engine-015413-json-verify.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-021453-kaggle-screen-jsoncheck.out,/private/tmp/ict-engine-021453-kaggle-screen-jsoncheck.out,.out,False,True,True,False,True,True,,,,,
/tmp/ict-engine-025145-json-check.out,/private/tmp/ict-engine-025145-json-check.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-031539-json-check.out,/private/tmp/ict-engine-031539-json-check.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-055103-jsoncheck.out,/private/tmp/ict-engine-055103-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-055811-jsoncheck.out,/private/tmp/ict-engine-055811-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-061813-jsoncheck.out,/private/tmp/ict-engine-061813-jsoncheck.out,.out,False,True,True,True,True,False,,,,,
/tmp/ict-engine-063734-json-check.out,/private/tmp/ict-engine-063734-json-check.out,.out,False,True,False,True,False,False,,,,,
/tmp/ict-engine-064419-jsoncheck.out,/private/tmp/ict-engine-064419-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-065822-jsoncheck.out,/private/tmp/ict-engine-065822-jsoncheck.out,.out,False,True,True,False,True,True,,,,,
/tmp/ict-engine-071032-r3-label-count-jq.out,/private/tmp/ict-engine-071032-r3-label-count-jq.out,.out,False,True,True,True,True,False,,,,,
/tmp/ict-engine-074424-jsoncheck.out,/private/tmp/ict-engine-074424-jsoncheck.out,.out,False,True,True,False,True,True,,,,,
/tmp/ict-engine-074447-jsoncheck.out,/private/tmp/ict-engine-074447-jsoncheck.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-aq-config-smoke.12wsjI/auto-quant/B2R_NQ_COST_CRISIS_REPAIR_032157/auto_quant_strategy_library.json,/private/tmp/ict-engine-aq-config-smoke.12wsjI/auto-quant/B2R_NQ_COST_CRISIS_REPAIR_032157/auto_quant_strategy_library.json,.json,False,False,True,False,True,False,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T224700_h4.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T224700_h4.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T224700_htf.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T224700_htf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T224700_mtf.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T224700_mtf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T225003_h4.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T225003_h4.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T225003_htf.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T225003_htf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T225003_mtf.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T225003_mtf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T230226_h4.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T230226_h4.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T230226_htf.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T230226_htf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T230226_mtf.json,/private/tmp/ict-engine-board-a-064259-runtime-v1/NQ/analyze_live_20260511T230226_mtf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-070315-json-check.out,/private/tmp/ict-engine-board-a-070315-json-check.out,.out,False,True,True,False,True,False,,,,,
/tmp/ict-engine-board-a-current-gap-and-chain-audit-v59/NQ/analyze_live_20260511T161428_h4.json,/private/tmp/ict-engine-board-a-current-gap-and-chain-audit-v59/NQ/analyze_live_20260511T161428_h4.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-current-gap-and-chain-audit-v59/NQ/analyze_live_20260511T161428_htf.json,/private/tmp/ict-engine-board-a-current-gap-and-chain-audit-v59/NQ/analyze_live_20260511T161428_htf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-current-gap-and-chain-audit-v59/NQ/analyze_live_20260511T161428_mtf.json,/private/tmp/ict-engine-board-a-current-gap-and-chain-audit-v59/NQ/analyze_live_20260511T161428_mtf.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/kaggle_macro/Global_Market_Stress_and_Liquidity_Regimes.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/kaggle_macro/Global_Market_Stress_and_Liquidity_Regimes.csv,.csv,False,False,False,False,False,True,4150,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/nifty500/behavior_regime_predictions.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/nifty500/behavior_regime_predictions.csv,.csv,False,False,False,False,False,True,3846,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/nifty500/final_features_matrix.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/nifty500/final_features_matrix.csv,.csv,False,False,False,False,False,True,3500,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/nifty500/regime_timeline_history.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063117+0800/nifty500/regime_timeline_history.csv,.csv,False,False,False,False,False,True,3464,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_macro_stress_liquidity/Global_Market_Stress_and_Liquidity_Regimes.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_macro_stress_liquidity/Global_Market_Stress_and_Liquidity_Regimes.csv,.csv,False,False,False,False,False,True,4150,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_nifty500_behavior_regime/behavior_regime_predictions.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_nifty500_behavior_regime/behavior_regime_predictions.csv,.csv,False,False,False,False,False,True,3846,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_nifty500_behavior_regime/final_features_matrix.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_nifty500_behavior_regime/final_features_matrix.csv,.csv,False,False,False,False,False,True,3500,0,False,[],['Date']
/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_nifty500_behavior_regime/regime_timeline_history.csv,/private/tmp/ict-engine-board-a-public-source-candidate-sweep-20260512T063217+0800/kaggle/kaggle_nifty500_behavior_regime/regime_timeline_history.csv,.csv,False,False,False,False,False,True,3464,0,False,[],['Date']
/tmp/ict-engine-board-a-r6-post-canonical-chain-v1/NQ/analyze_live_20260511T160703_h4.json,/private/tmp/ict-engine-board-a-r6-post-canonical-chain-v1/NQ/analyze_live_20260511T160703_h4.json,.json,False,False,False,False,False,True,,,,,
/tmp/ict-engine-board-a-r6-post-canonical-chain-v1/NQ/analyze_live_20260511T160703_htf.json,/private/tmp/ict-engine-board-a-r6-post-canonical-chain-v1/NQ/analyze_live_20260511T160703_htf.json,.json,False,False,False,False,False,True,,,,,
