group,path,disposition,reason,promotable_new_rows
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/Data/Telegram/Labeled/PD_logs_cleaned.txt,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/Data/Telegram/Labeled/PD_logs_raw.txt,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/Data/Telegram/Labeled/label.txt,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/Data/Telegram/Labeled/pred_pump_message.csv,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/TargetCoinPrediction/FeatGeneration/raw/binanceSymbol2CoinId.json,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/TargetCoinPrediction/FeatGeneration/raw/coinDate2Statistics_pred3d.json,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/TargetCoinPrediction/FeatGeneration/raw/neg_binance_required_file_name.txt,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/ict-regime-bayi-pd/TargetCoinPrediction/FeatGeneration/raw/neg_coin_gecko_statistics.txt,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/pump-and-dump-dataset/groups.csv,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/pump-and-dump-dataset/pump_telegram.csv,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
direct_pump_dump_telegram,/tmp/pump-and-dump-dataset/requirements.txt,known_scoped_direct_pump_dump_already_counted,"Telegram pump/dump direct rows support the already accepted scoped pump_dump variety, but they do not cover spoofing/layering, quote stuffing, pinging, bear raid, or matched negative controls.",0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T185125-board-b-handoff-codex/regime-sidecar/regime_consumer_bundle.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T185125-board-b-handoff-codex/regime-sidecar/regime_high_confidence_decision.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T185358-codex-accepted95-full-chain/regime-sidecar/accepted_session_liquidity_packet.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T185358-codex-accepted95-full-chain/regime-sidecar/regime_consumer_bundle.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T185358-codex-accepted95-full-chain/regime-sidecar/regime_high_confidence_decision.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T221112-codex-field-complete-full-chain/regime-sidecar/regime_consumer_bundle.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,docs/experiments/actionable-regime-confidence/runs/20260510T221112-codex-field-complete-full-chain/regime-sidecar/regime_high_confidence_decision.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,/tmp/hmm_regime_nq_15m/hmm_regime_4states.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,/tmp/hmm_regime_nq_15m_v2/hmm_regime_4states.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,/tmp/hmm_regime_nq_15m_v3/hmm_regime_4states.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,/tmp/hmm_regime_nq_15m_v4/hmm_regime_4states.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
generated_or_model_derived_regime_outputs,/tmp/hmm_regime_nq_15m_v8/hmm_regime_8states.json,generated_proxy_outputs_rejected,Model outputs and prior experiment predictions are not source-owned active-regime labels for strict Board A completion.,0
local_spoofing_repo_quantsingularity,/tmp/ict-regime-quantsingularity-spoofing/configs/config.json,code_or_synthetic_surface_not_source_owned_rows,"Local spoofing repo contains code, config, or synthetic generation surfaces; no exportable real positive rows plus matched controls are present.",0
local_spoofing_repo_quantsingularity,/tmp/ict-regime-quantsingularity-spoofing/requirements-prod.txt,code_or_synthetic_surface_not_source_owned_rows,"Local spoofing repo contains code, config, or synthetic generation surfaces; no exportable real positive rows plus matched controls are present.",0
local_spoofing_repo_quantsingularity,/tmp/ict-regime-quantsingularity-spoofing/requirements.txt,code_or_synthetic_surface_not_source_owned_rows,"Local spoofing repo contains code, config, or synthetic generation surfaces; no exportable real positive rows plus matched controls are present.",0
other_local_hits,/tmp/github_market_regime_repos.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/hf_AAdevloper_nifty50-market-regime.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/hf_akashkumar5_Multi_Timeframe_Market_Regimes_HMM6_BTCUSD.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/hf_dark_pool_synthetic_manipulation_audit.verify.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/hf_market_regime_datasets.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/hf_sujinwo_tsie-market-regime-dataset.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/ict-aq-ict-live-20260510-rerun-050155/auto_quant_trade_exports/regime_bnb_full/.last_result.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/ict-aq-ict-live-20260510-rerun-050155/auto_quant_trade_exports/regime_bnb_full/backtest-result-2026-05-10_05-19-52.meta.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/ict-aq-ict-live-20260510-rerun-050155/auto_quant_trade_exports/regime_bnb_full/unzipped/backtest-result-2026-05-10_05-19-52.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/ict-aq-ict-live-20260510-rerun-050155/auto_quant_trade_exports/regime_bnb_full/unzipped/backtest-result-2026-05-10_05-19-52_config.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/ict-aq-ict-live-20260510-rerun-050155/oos_guard/regime_adaptive_bnb_labels.jsonl,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
other_local_hits,/tmp/ict-aq-ict-live-20260510-rerun-050155/oos_guard/regime_adaptive_bnb_payoff_report.json,not_promotable_by_path_header_inventory,"Filename matched broad keywords but did not expose an exact Board A intake file, known source-owned schema path, or missing-species positive/control package under this bounded path/header inventory.",0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/autoquant/autoquant-entry-windows-512-summary.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/autoresearch_status_qqq_regime_branch.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/branch_ranking_rows_qqq_20260510.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/candidate-pack/factor_eval_grid_summary.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/candidate-pack/factor_expression.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/candidate-pack/transfer_score.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/candidate_spec_qqq_regime_branch.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/catboost-path-ranker-qqq-replay-36-mature-only/feature_importance.csv,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/catboost-path-ranker-qqq-replay-36-mature-only/features.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/catboost-path-ranker-qqq-replay-36-mature-only/path_scores_catboost_current.csv,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/catboost-path-ranker-qqq-replay-36-mature-only/trainer_artifact.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
repo_existing_board_artifacts,docs/experiments/actionable-regime-confidence/runs/20260510T174651/branch-chain/qqq-regime-branch-iteration/catboost-path-ranker-qqq-replay-36-mature-only/user_weights.json,already_registered_board_artifacts,Existing Board A artifacts are already counted or rejected; they are not new intake rows.,0
stock_market_regimes_source_panel,/Users/thrill3r/Downloads/stock-market-regimes-20002026/dataset_summary.txt,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/Users/thrill3r/Downloads/stock-market-regimes-20002026/regime_analysis_by_ticker.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/Users/thrill3r/Downloads/stock-market-regimes-20002026/regime_by_year.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/Users/thrill3r/Downloads/stock-market-regimes-20002026/stock_market_regimes_2000_2026.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/Users/thrill3r/Downloads/stock-market-regimes-20002026/stock_market_regimes_2000_2026.parquet,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/ict-engine-kaggle-stock-regimes-live-check-20260511T191523/stock_market_regimes_2000_2026.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/ict-engine-kaggle-stock-regimes-live-check-20260511T191523/stock_market_regimes_2000_2026.parquet,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/kaggle_stock_market_regimes_20002026/dataset_summary.txt,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/kaggle_stock_market_regimes_20002026/missing_instruments.txt,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/kaggle_stock_market_regimes_20002026/regime_analysis_by_ticker.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/kaggle_stock_market_regimes_20002026/regime_by_year.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
stock_market_regimes_source_panel,/tmp/kaggle_stock_market_regimes_20002026/stock_market_regimes_2000_2026.csv,known_source_daily_already_counted,"Daily MainRegimeV2 source panel is already counted by the strict gate; local duplicates do not add strict 1h, native sub-hour, recency-tail, or other-market equivalence rows.",0
