row_id,schema_version,recipe_id,variant_id,pair,target_market,source_anchor,strategy_name,strategy_mutation_id,auto_quant_run_id,symbol,trade_id,open_ts_ms,close_ts_ms,open_date,close_date,open_session_date,source_context_attachment_policy,parent_regime_root,parent_regime_confidence_floor,source_anchor_confidence,source_anchor_vix,bbn_pred_class,bbn_bull_score,iv_pct_rank_252,hv_pct_rank_252,vvix_pct_rank_252,vix_level,vix3m_level,vix_term_ratio,manipulation_overlay_state,sub_regime_tags,sub_sub_regime_or_profit_factor,profit_factor_family,profit_factor_leaf,regime_profit_branch_path,regime_profit_branch_path_version,trade_or_bar_horizon,allowed_action,suppression_rule,year_fold,profit_ratio_net,pnl,realized_outcome,exit_reason
13,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-26T13:00:00+00:00:13,1619442000000,1619530200000,2021-04-26T13:00:00+00:00,2021-04-27T13:30:00+00:00,2021-04-26,source_anchor_previous_session_context,Bull,0.9797225384,0.833,17.639999389648438,1,0.37426097255367324,0.015873015873015872,0.0873015873015873,0.10714285714285714,17.64,21.54,1.2210884353741496,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,0.004842222742246216,0.004842222742246216,win,vrp_exit_or_regime_break
14,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-28T13:45:00+00:00:14,1619617500000,1619619300000,2021-04-28T13:45:00+00:00,2021-04-28T14:15:00+00:00,2021-04-28,source_anchor_previous_session_context,Bull,0.9797225384,0.833,17.280000686645508,1,0.37426097255367324,0.01984126984126984,0.07539682539682539,0.1349206349206349,17.28,21.13,1.2228009259259258,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.0016319942611190408,-0.0016319942611190408,loss,vrp_exit_or_regime_break
15,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-28T18:30:00+00:00:15,1619634600000,1619636400000,2021-04-28T18:30:00+00:00,2021-04-28T19:00:00+00:00,2021-04-28,source_anchor_previous_session_context,Bull,0.9797225384,0.833,17.280000686645508,1,0.37426097255367324,0.01984126984126984,0.07539682539682539,0.1349206349206349,17.28,21.13,1.2228009259259258,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.003281863668155194,-0.003281863668155194,loss,vrp_exit_or_regime_break
16,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-28T20:30:00+00:00:16,1619641800000,1619703900000,2021-04-28T20:30:00+00:00,2021-04-29T13:45:00+00:00,2021-04-28,source_anchor_previous_session_context,Bull,0.9797225384,0.833,17.280000686645508,1,0.37426097255367324,0.01984126984126984,0.07539682539682539,0.1349206349206349,17.28,21.13,1.2228009259259258,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.0005917371969588192,-0.0005917371969588192,loss,vrp_exit_or_regime_break
17,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-30T13:45:00+00:00:17,1619790300000,1619791200000,2021-04-30T13:45:00+00:00,2021-04-30T14:00:00+00:00,2021-04-30,source_anchor_previous_session_context,Bull,0.9797225384,0.6,18.61000061035156,1,0.37426097255367324,0.01984126984126984,0.03571428571428571,0.2757936507936508,18.61,22.07,1.185921547555078,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.0011351760423798929,-0.0011351760423798929,loss,vrp_exit_or_regime_break
18,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-30T14:15:00+00:00:18,1619792100000,1619793900000,2021-04-30T14:15:00+00:00,2021-04-30T14:45:00+00:00,2021-04-30,source_anchor_previous_session_context,Bull,0.9797225384,0.6,18.61000061035156,1,0.37426097255367324,0.01984126984126984,0.03571428571428571,0.2757936507936508,18.61,22.07,1.185921547555078,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.0033959213008714073,-0.0033959213008714073,loss,vrp_exit_or_regime_break
19,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-04-30T15:45:00+00:00:19,1619797500000,1619799300000,2021-04-30T15:45:00+00:00,2021-04-30T16:15:00+00:00,2021-04-30,source_anchor_previous_session_context,Bull,0.9797225384,0.6,18.61000061035156,1,0.37426097255367324,0.01984126984126984,0.03571428571428571,0.2757936507936508,18.61,22.07,1.185921547555078,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.00027029462113703495,-0.00027029462113703495,loss,vrp_exit_or_regime_break
20,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-05-03T13:00:00+00:00:20,1620046800000,1620048600000,2021-05-03T13:00:00+00:00,2021-05-03T13:30:00+00:00,2021-05-03,source_anchor_previous_session_context,Bull,0.9797225384,0.6,18.309999465942383,3,0.5876321938005946,0.01984126984126984,0.03571428571428571,0.23412698412698413,18.31,21.74,1.1873293282359367,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.0025413189625651533,-0.0025413189625651533,loss,vrp_exit_or_regime_break
21,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-05-03T14:00:00+00:00:21,1620050400000,1620053100000,2021-05-03T14:00:00+00:00,2021-05-03T14:45:00+00:00,2021-05-03,source_anchor_previous_session_context,Bull,0.9797225384,0.6,18.309999465942383,3,0.5876321938005946,0.01984126984126984,0.03571428571428571,0.23412698412698413,18.31,21.74,1.1873293282359367,not_consumed_no_direct_event_rows,TrendExpansion,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Bull -> TrendExpansion -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_bull_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.005918543570554768,-0.005918543570554768,loss,vrp_exit_or_regime_break
22,board-b-vrp-v25-root-branch-rc-spa/v1,VRPCompressionV25RootBranch,v25b_deny_bull_score_0p6_0p8,NQ/USD,NQ=F/NQ_USD,^IXIC,VRPCompressionV25RootBranch,pandas-vrp-v25-root-aware-panel,20260511T190356+0800-codex-board-b-vrp-v25-root-branch-rc-spa-v1,VRP_PANEL_V25_190356,VRPCompressionV25RootBranch:NQ/USD:2021-05-05T13:00:00+00:00:22,1620219600000,1620222300000,2021-05-05T13:00:00+00:00,2021-05-05T13:45:00+00:00,2021-05-05,source_anchor_previous_session_context,Sideways,0.9529358324,0.6,19.149999618530273,3,0.8045359199271411,0.12301587301587301,0.047619047619047616,0.2896825396825397,19.15,22.26,1.1624020887728461,not_consumed_no_direct_event_rows,RangeConsolidation,VRPCompressionCarry,options_volatility_risk_premium,VRPCompressionV25RootBranch,Sideways -> RangeConsolidation -> VRPCompressionCarry -> VRPCompressionV25RootBranch,board-b-vrp-v25-root-branch-rc-spa/v1,15m_trade,long_carry_research_only_until_sideways_branch_rc_spa_passes,deny_bbn_bull_score_0p6_0p8_and_suppress_if_branch_gate_fails,2021,-0.003306817555526975,-0.003306817555526975,loss,vrp_exit_or_regime_break
